302X029	5	5	2	9	8	100	100	100	100	0	3	0	7	5	2	100	100	100	100	0	0	4	6	8	8	2	1	2	5	9	5	2	7	1	4	5	5	2	9	8	100	100	100	100	0	3	0	7	5	2	100	100	100	100	0	0	4	6	8	8	2	1	2	5	9	5	2	7	1	4	5	5	2	9	8	100	100	100	100	0	3	0	7	5	2	100	100	100	100	0	0	4	6	8	8	2	1	2	5	9	5	2	7	1	4	5	5	2	9	8	100	100	100	100	0	3	0	7	5	2	100	100	100	100	0	0	4	6	8	8	2	1	2	5	9	5	2	7	1	4	0.75	2
302X030	1	3	1	2	2	4	2	4	8	4	100	100	100	100	0	100	100	100	100	0	4	8	4	2	5	9	9	3	9	1	0	7	4	2	5	1	3	1	2	2	4	2	4	8	4	100	100	100	100	0	100	100	100	100	0	4	8	4	2	5	9	9	3	9	1	0	7	4	2	5	1	3	1	2	2	4	2	4	8	4	100	100	100	100	0	100	100	100	100	0	4	8	4	2	5	9	9	3	9	1	0	7	4	2	5	1	3	1	2	2	4	2	4	8	4	100	100	100	100	0	100	100	100	100	0	4	8	4	2	5	9	9	3	9	1	0	7	4	2	5	0.75	2
302X031	100	100	100	100	0	1	6	8	4	4	9	6	5	2	3	2	7	2	3	5	8	6	7	0	8	0	6	6	1	3	5	1	7	8	2	100	100	100	100	0	1	6	8	4	4	9	6	5	2	3	2	7	2	3	5	8	6	7	0	8	0	6	6	1	3	5	1	7	8	2	100	100	100	100	0	1	6	8	4	4	9	6	5	2	3	2	7	2	3	5	8	6	7	0	8	0	6	6	1	3	5	1	7	8	2	100	100	100	100	0	1	6	8	4	4	9	6	5	2	3	2	7	2	3	5	8	6	7	0	8	0	6	6	1	3	5	1	7	8	2	0.75	2
302X032	100	100	100	100	0	9	3	6	1	3	100	100	100	100	0	3	1	9	6	2	9	2	5	0	7	9	4	9	4	2	1	8	2	2	4	100	100	100	100	0	9	3	6	1	3	100	100	100	100	0	3	1	9	6	2	9	2	5	0	7	9	4	9	4	2	1	8	2	2	4	100	100	100	100	0	9	3	6	1	3	100	100	100	100	0	3	1	9	6	2	9	2	5	0	7	9	4	9	4	2	1	8	2	2	4	100	100	100	100	0	9	3	6	1	3	100	100	100	100	0	3	1	9	6	2	9	2	5	0	7	9	4	9	4	2	1	8	2	2	4	0.75	2
302X033	100	100	100	100	0	100	100	100	100	0	6	2	7	7	4	2	5	4	9	2	1	3	7	3	4	7	1	7	1	9	7	3	3	4	4	100	100	100	100	0	100	100	100	100	0	6	2	7	7	4	2	5	4	9	2	1	3	7	3	4	7	1	7	1	9	7	3	3	4	4	100	100	100	100	0	100	100	100	100	0	6	2	7	7	4	2	5	4	9	2	1	3	7	3	4	7	1	7	1	9	7	3	3	4	4	100	100	100	100	0	100	100	100	100	0	6	2	7	7	4	2	5	4	9	2	1	3	7	3	4	7	1	7	1	9	7	3	3	4	4	1.00	2
302X034	100	100	100	100	0	100	100	100	100	0	4	0	9	2	8	100	100	100	100	0	3	3	5	3	1	6	0	1	4	9	7	0	3	2	7	100	100	100	100	0	100	100	100	100	0	4	0	9	2	8	100	100	100	100	0	3	3	5	3	1	6	0	1	4	9	7	0	3	2	7	100	100	100	100	0	100	100	100	100	0	4	0	9	2	8	100	100	100	100	0	3	3	5	3	1	6	0	1	4	9	7	0	3	2	7	100	100	100	100	0	100	100	100	100	0	4	0	9	2	8	100	100	100	100	0	3	3	5	3	1	6	0	1	4	9	7	0	3	2	7	0.75	2
302X035	1	7	9	6	4	9	1	9	5	3	8	1	7	2	9	2	8	5	1	6	4	6	9	8	1	0	4	2	1	2	5	5	3	9	0	1	7	9	6	4	9	1	9	5	3	8	1	7	2	9	2	8	5	1	6	4	6	9	8	1	0	4	2	1	2	5	5	3	9	0	1	7	9	6	4	9	1	9	5	3	8	1	7	2	9	2	8	5	1	6	4	6	9	8	1	0	4	2	1	2	5	5	3	9	0	1	7	9	6	4	9	1	9	5	3	8	1	7	2	9	2	8	5	1	6	4	6	9	8	1	0	4	2	1	2	5	5	3	9	0	0.75	2
302X036	100	100	100	100	0	1	6	8	4	4	9	6	5	2	3	2	7	2	3	5	8	6	7	0	8	0	6	6	1	3	5	1	7	8	2	100	100	100	100	0	1	6	8	4	4	9	6	5	2	3	2	7	2	3	5	8	6	7	0	8	0	6	6	1	3	5	1	7	8	2	100	100	100	100	0	1	6	8	4	4	9	6	5	2	3	2	7	2	3	5	8	6	7	0	8	0	6	6	1	3	5	1	7	8	2	100	100	100	100	0	1	6	8	4	4	9	6	5	2	3	2	7	2	3	5	8	6	7	0	8	0	6	6	1	3	5	1	7	8	2	1.00	2
302X037	100	100	100	100	0	9	3	6	1	3	100	100	100	100	0	3	1	9	6	2	9	2	5	0	7	9	4	9	4	2	1	8	2	2	4	100	100	100	100	0	9	3	6	1	3	100	100	100	100	0	3	1	9	6	2	9	2	5	0	7	9	4	9	4	2	1	8	2	2	4	100	100	100	100	0	9	3	6	1	3	100	100	100	100	0	3	1	9	6	2	9	2	5	0	7	9	4	9	4	2	1	8	2	2	4	100	100	100	100	0	9	3	6	1	3	100	100	100	100	0	3	1	9	6	2	9	2	5	0	7	9	4	9	4	2	1	8	2	2	4	1.00	2
302X038	100	100	100	100	0	100	100	100	100	0	6	2	7	7	4	2	5	4	9	2	1	3	7	3	4	7	1	7	1	9	7	3	3	4	4	100	100	100	100	0	100	100	100	100	0	6	2	7	7	4	2	5	4	9	2	1	3	7	3	4	7	1	7	1	9	7	3	3	4	4	100	100	100	100	0	100	100	100	100	0	6	2	7	7	4	2	5	4	9	2	1	3	7	3	4	7	1	7	1	9	7	3	3	4	4	100	100	100	100	0	100	100	100	100	0	6	2	7	7	4	2	5	4	9	2	1	3	7	3	4	7	1	7	1	9	7	3	3	4	4	1.00	2
